Key,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body
BXH4QP38,conferencePaper,2018,"Pham, Tran; Vermeulen, Jo; Tang, Anthony; MacDonald Vermeulen, Lindsay",Scale Impacts Elicited Gestures for Manipulating Holograms: Implications for AR Gesture Design,Proceedings of the 2018 Designing Interactive Systems Conference,978-1-4503-5198-0,,10.1145/3196709.3196719,http://doi.acm.org/10.1145/3196709.3196719,"Because gesture design for augmented reality (AR) remains idiosyncratic, people cannot necessarily use gestures learned in one AR application in another. To design discoverable gestures, we need to understand what gestures people expect to use. We explore how the scale of AR affects the gestures people expect to use to interact with 3D holograms. Using an elicitation study, we asked participants to generate gestures in response to holographic task referents, where we varied the scale of holograms from desktop-scale to room-scale objects. We found that the scale of objects and scenes in the AR experience moderates the generated gestures. Most gestures were informed by physical interaction, and when people interacted from a distance, they sought a good perspective on the target object before and during the interaction. These results suggest that gesture designers need to account for scale, and should not simply reuse gestures across different hologram sizes.",2018,2019-05-10 17:57:58,2019-05-10 17:58:24,2018-07-12 22:02:40,227–240,,,,,,Scale Impacts Elicited Gestures for Manipulating Holograms,DIS '18,,,,ACM,"New York, NY, USA",,,,,,ACM Digital Library,,,,,,ACM,gesture elicitation; gestures; augmented reality; hololens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MJ5HPDDY,conferencePaper,2018,"Seuter, Matthias; Macrillante, Eduardo Rodriguez; Bauer, Gernot; Kray, Christian",Running with Drones: Desired Services and Control Gestures,Proceedings of the 30th Australian Conference on Computer-Human Interaction,978-1-4503-6188-0,,10.1145/3292147.3292156,http://doi.acm.org/10.1145/3292147.3292156,"Due to their mobility, drones are in principle well-suited to support runners, but it is not yet clear, which services runners desire and how they would want to control them. We, therefore, conducted an online survey (N=22) to identify desired services and then asked runners to produce control gestures for those services in a realistic outdoor elicitation study (N=16). Our main contributions: (1) are a set of services that runners would want from a drone, such as taking a picture or calling the police; (2) a set of intuitive gestures for controlling flight actions and drone functions such as forming a square with both hands; and (3) insights into how runners propose gestures. We also evaluate and discuss the idea of modulating gestures on running movement as well as the tension between intuitiveness of a gesture and how much it interferes with the running movement.",2018,2019-05-10 17:57:49,2019-05-10 17:58:17,2019-04-12 11:02:12,384–395,,,,,,Running with Drones,OzCHI '18,,,,ACM,"New York, NY, USA",,,,,,ACM Digital Library,,"event-place: Melbourne, Australia",,,,ACM,elicitation study; gestures; drone interaction; running,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G2N9QQKZ,conferencePaper,2018,"Talkad Sukumar, Poorna; Liu, Anqing; Metoyer, Ronald",Replicating User-defined Gestures for Text Editing,Proceedings of the 2018 ACM International Conference on Interactive Surfaces and Spaces,978-1-4503-5694-7,,10.1145/3279778.3279793,http://doi.acm.org/10.1145/3279778.3279793,"Although initial ideas for building intuitive and usable handwriting applications originated nearly 30 years ago, recent advances in stylus technology and handwriting recognition are now making handwriting a viable text-entry option on touchscreen devices. In this paper, we use modern methods to replicate studies form the 80's to elicit hand-drawn gestures from users for common text-editing tasks in order to determine a ""guessable' gesture set and to determine if the early results still apply given the ubiquity of touchscreen devices today. We analyzed 360 gestures, performed with either the finger or stylus, from 20 participants for 18 tasks on a modern tablet device. Our findings indicate that the mental model of ""writing on paper' found in past literature largely holds even today, although today's users' mental model also appears to support manipulating the paper elements as opposed to annotating. In addition, users prefer using the stylus to finger touch for text editing, and we found that manipulating ""white space' is complex. We present our findings as well as a stylus-based, user-defined gesture set for text editing.",2018,2019-05-10 17:56:28,2019-05-10 17:56:41,2019-04-12 11:08:19,97–106,,,,,,,ISS '18,,,,ACM,"New York, NY, USA",,,,,,ACM Digital Library,,"event-place: Tokyo, Japan",,,,ACM,elicitation study; gesture; guessability; handwriting; replication; stylus; tablets; text editing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XBU4IT2Z,conferencePaper,2018,"Aslan, Ilhan; Schmidt, Tabea; Woehrle, Jens; Vogel, Lukas; André, Elisabeth",Pen + Mid-Air Gestures: Eliciting Contextual Gestures,Proceedings of the 20th ACM International Conference on Multimodal Interaction,978-1-4503-5692-3,,10.1145/3242969.3242979,http://doi.acm.org/10.1145/3242969.3242979,"Combining mid-air gestures with pen input for bi-manual input on tablets has been reported as an alternative and attractive input technique in drawing applications. Previous work has also argued that mid-air gestural input can cause discomfort and arm fatigue over time, which can be addressed in a desktop setting by allowing users to gesture in alternative restful arm positions (e.g., elbow rests on desk). However, it is unclear if and how gesture preferences and gesture designs would be different for alternative arm positions. In order to inquire these research question we report on a user and choice based gesture elicitation study in which 10 participants designed gestures for different arm positions. We provide an in-depth qualitative analysis and detailed categorization of gestures, discussing commonalities and differences in the gesture sets based on a ""think aloud"" protocol, video recordings, and self-reports on user preferences.",2018,2019-05-10 17:55:30,2019-05-10 17:55:44,2019-04-12 11:00:17,135–144,,,,,,Pen + Mid-Air Gestures,ICMI '18,,,,ACM,"New York, NY, USA",,,,,,ACM Digital Library,,"event-place: Boulder, CO, USA",,,,ACM,gesture elicitation; touch; bi-manual input; pen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L853BJWG,conferencePaper,2018,"Beşevli, Ceylan; Buruk, Oğuz Turan; Erkaya, Merve; Özcan, Oğuzhan",Investigating the Effects of Legacy Bias: User Elicited Gestures from the End Users Perspective,Proceedings of the 2018 ACM Conference Companion Publication on Designing Interactive Systems,978-1-4503-5631-2,,10.1145/3197391.3205449,http://doi.acm.org/10.1145/3197391.3205449,"User elicitation studies are commonly used for designing gestures by putting the users in the designers' seat. One of the most encountered phenomenon during these studies is legacy bias. It refers to users' tendency to transfer gestures from the existing technologies to their designs. The literature presents varying views on the topic; some studies asserted that legacy bias should be diminished, whereas other stated that it should be preserved. Yet, to the best of our knowledge, none of the elicitation studies tested their designs with the end users. In our study, 36 participants compared two gesture sets with and without legacy. Initial findings showed that legacy gesture set had higher scores. However, the interviews uncovered that some non-legacy gestures were also favored due to their practicality and affordances. We contribute to the legacy bias literature by providing new insights from the end users' perspective.",2018,2019-05-10 17:50:34,2019-05-10 17:50:52,2018-07-12 22:09:34,277–281,,,,,,Investigating the Effects of Legacy Bias,DIS '18 Companion,,,,ACM,"New York, NY, USA",,,,,,ACM Digital Library,,,,,,ACM,embodied interaction; gesture control; legacy bias; user elicitation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J6XCIWFI,conferencePaper,2018,"Koelle, Marion; Ananthanarayan, Swamy; Czupalla, Simon; Heuten, Wilko; Boll, Susanne",Your Smart Glasses' Camera Bothers Me!: Exploring Opt-in and Opt-out Gestures for Privacy Mediation,Proceedings of the 10th Nordic Conference on Human-Computer Interaction,978-1-4503-6437-9,,10.1145/3240167.3240174,http://doi.acm.org/10.1145/3240167.3240174,"Bystanders have little say in whether they are being recorded by ""always-on"" cameras. One approach is to use gestural interaction to enable bystanders to signal their preference to camera devices. Since there is no established gestural vocabulary for this use case, we explored gestures to explicitly express consent (Opt-in) or disapproval (Opt-out) in a particular recording. We started with a gesture elicitation study, where we invited 15 users to envision potential Opt-in and Opt-out gestures. Subsequently, we conducted a large-scale online survey (N=127) investigating ambiguity, representativeness, understandability, social acceptability, and comfort of a subset of gestures derived from the elicitation study. Our results indicate that it is feasible to find gestures that are suitable, understandable, and socially acceptable. Gestures should be illustrative, complementary, and extendable (e.g., through sequential linkage) to account for more granular control, as well as not be beset with common meaning. Moreover, we discuss ethicality and legal implications in the context of GDPR.",2018,2019-05-03 17:24:55,2019-05-10 17:36:00,2019-04-12 11:06:40,473–481,,,,,,Your Smart Glasses' Camera Bothers Me!,NordiCHI '18,,,,ACM,"New York, NY, USA",,,,,,ACM Digital Library,,"event-place: Oslo, Norway",,,,ACM,gestures; privacy; smart glasses; wearable camera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ME5HCVYS,conferencePaper,2018,"Malu, Meethu; Chundury, Pramod; Findlater, Leah",Exploring Accessible Smartwatch Interactions for People with Upper Body Motor Impairments,Proceedings of the 2018 CHI Conference on Human Factors in Computing Systems,978-1-4503-5620-6,,10.1145/3173574.3174062,http://doi.acm.org/10.1145/3173574.3174062,"Smartwatches are always-available, provide quick access to information in a mobile setting, and can collect continuous health and fitness data. However, the small interaction space of these wearables may pose challenges for people with upper body motor impairments. To investigate accessible smartwatch interactions for this user group, we conducted two studies. First, we assessed the accessibility of existing smartwatch gestures with 10 participants with motor impairments. We found that not all participants were able to complete button, swipe and tap interactions. In a second study, we adopted a participatory approach to explore smartwatch gesture preferences and to gain insight into alternative, more accessible smartwatch interaction techniques. Eleven participants with motor impairments created gestures for 16 common smartwatch actions on both touchscreen and non-touchscreen (bezel, wristband) areas of the watch and the user's body. We present results from both studies and provide design recommendations.",2018,2019-05-10 17:27:29,2019-05-10 17:27:39,2019-05-10 17:27:08,488:1–488:12,,,,,,,CHI '18,,,,ACM,"New York, NY, USA",,,,,,ACM Digital Library,,"event-place: Montreal QC, Canada",,,,ACM,elicitation study; wearables; accessibility; interactions; motor impairments; smartwatches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IPH52PF7,conferencePaper,2018,"Lowens, Byron M.",Toward Privacy Enhanced Solutions For Granular Control Over Health Data Collected by Wearable Devices,Proceedings of the 2018 Workshop on MobiSys 2018 Ph.D. Forum,978-1-4503-5841-5,,10.1145/3212711.3212714,http://doi.acm.org/10.1145/3212711.3212714,"The advent of wearable technologies has engendered novel ways to understand human behavior as it relates to personalized healthcare and health management. As the availability of these technologies expand and proliferate among users, concerns about threats to data privacy have been raised, specifically, regarding the collection and dissemination of data from wearable devices. These factors point to the urgency to better understand user sharing preferences to formulate personalized solutions that give users granular control of the data collected by their wearable devices. The goal of my dissertation is to design and build human-centered solutions that address the need for granular privacy control over data generated by wearable devices.",2018,2019-05-03 17:20:56,2019-05-10 17:26:45,2018-07-12 21:55:47,5–6,,,,,,,MobiSys PhD Forum '18,,,,ACM,"New York, NY, USA",,,,,,ACM Digital Library,,,,,,ACM,Gesture Elicitation; HCI; Privacy; Wearables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y7MXL6D7,conferencePaper,2018,"Gheran, Bogdan-Florin; Vanderdonckt, Jean; Vatavu, Radu-Daniel","Gestures for Smart Rings: Empirical Results, Insights, and Design Implications",Proceedings of the 2018 Designing Interactive Systems Conference,978-1-4503-5198-0,,10.1145/3196709.3196741,http://doi.acm.org/10.1145/3196709.3196741,"We present empirical results about users' gesture preferences for smart rings by analyzing 672 gestures from 24 participants. We report an overall low consensus (mean .112, maximum .225 on the unit scale) between participants' gesture proposals, and we point to the challenges of designing highly-generalizable ring gestures across users. We also contribute to the practice of gesture elicitation studies by discussing how a priori conditions (e.g., participants' traits, such as creativity and motor skills), commitment and behavior during the experiment (e.g., their thinking times), but also a posteriori aspects (the experimenter's choice of criteria to group gestures into categories) affect agreement. We offer design guidelines for ring gestures informed by our empirical observations, and present a collection of gestures reflective of our participants' mental models for effecting commands using smart rings.",2018,2019-05-03 17:17:38,2019-05-10 17:26:09,2018-07-12 21:50:12,623–635,,,,,,Gestures for Smart Rings,DIS '18,,,,ACM,"New York, NY, USA",,,,,,ACM Digital Library,,,,"/home/judith/snap/zotero-snap/common/Zotero/storage/8BXA6ETY/Gheran et al. - 2018 - Gestures for Smart Rings Empirical Results, Insig.pdf",,ACM,elicitation study; wearables; design guidelines; experiment; gesture user interfaces; ring gestures; smart rings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KCLLS9NV,conferencePaper,2018,"Cafaro, Francesco; Lyons, Leilah; Antle, Alissa N.",Framed Guessability: Improving the Discoverability of Gestures and Body Movements for Full-Body Interaction,Proceedings of the 2018 CHI Conference on Human Factors in Computing Systems,978-1-4503-5620-6,,10.1145/3173574.3174167,http://doi.acm.org/10.1145/3173574.3174167,"The wide availability of body-sensing technologies (such as Nintendo Wii and Microsoft Kinect) has the potential to bring full-body interaction to the masses, but the design of hand gestures and body movements that can be easily discovered by the users of such systems is still a challenge. In this paper, we revise and evaluate Framed Guessability, a design methodology for crafting discoverable hand gestures and body movements that focuses participants' suggestions within a ""frame,"" i.e. a scenario. We elicited gestures and body movements via the Guessability and the Framed Guessability methods, consulting 89 participants in-lab. We then conducted an in-situ quasi-experimental study with 138 museum visitors to compare the discoverability of gestures and body movements elicited with these two methods. We found that the Framed Guessability movements were more discoverable than those generated via traditional Guessability, even though in the museum there was no reference to the frame.",2018,2019-05-03 17:13:22,2019-05-10 17:26:02,2018-07-12 22:19:03,593:1–593:12,,,,,,Framed Guessability,CHI '18,,,,ACM,"New York, NY, USA",,,,,,ACM Digital Library,,,,/home/judith/snap/zotero-snap/common/Zotero/storage/LLJZPW3D/Cafaro et al. - 2018 - Framed Guessability Improving the Discoverability.pdf,,ACM,guessability; embodied interaction; elicitation; frames; full-body interaction; human-data interaction; museums,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AF6I8B6G,conferencePaper,2018,"Buschek, Daniel; Roppelt, Bianka; Alt, Florian",Extending Keyboard Shortcuts with Arm and Wrist Rotation Gestures,Proceedings of the 2018 CHI Conference on Human Factors in Computing Systems,978-1-4503-5620-6,,10.1145/3173574.3173595,http://doi.acm.org/10.1145/3173574.3173595,"We propose and evaluate a novel interaction technique to enhance physical keyboard shortcuts with arm and wrist rotation gestures, performed during keypresses: rolling the wrist, rotating the arm/wrist, and lifting it. This extends the set of shortcuts from key combinations (e.g. ctrl + v) to combinations of key(s) and gesture (e.g. v + roll left) and enables continuous control. We implement this approach for isolated single keypresses, using inertial sensors of a smartwatch. We investigate key aspects in three studies: 1) rotation flexibility per keystroke finger, 2) rotation control, and 3) user-defined gesture shortcuts. As a use case, we employ our technique in a painting application and assess user experience. Overall, results show that arm and wrist rotations during keystrokes can be used for interaction, yet challenges remain for integration into practical applications. We discuss recommendations for applications and ideas for future research.",2018,2019-05-03 17:12:59,2019-05-10 17:25:43,2018-07-12 21:59:35,21:1–21:12,,,,,,,CHI '18,,,,ACM,"New York, NY, USA",,,,,,ACM Digital Library,,,,/home/judith/snap/zotero-snap/common/Zotero/storage/UHL7BDNM/Buschek et al. - 2018 - Extending Keyboard Shortcuts with Arm and Wrist Ro.pdf,,ACM,elicitation study; smartwatch; keyboard; wrist rotation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9EL97992,conferencePaper,2018,"Smith, Tiffanie R.; Gilbert, Juan E.",Dancing to Design: A Gesture Elicitation Study,Proceedings of the 17th ACM Conference on Interaction Design and Children,978-1-4503-5152-2,,10.1145/3202185.3210790,http://doi.acm.org/10.1145/3202185.3210790,"Algebra is deemed necessary for access to STEM courses and career fields. Research suggests that the low performance experienced nationwide is due to a weakened arithmetic foundation needed before the transition to algebraic thinking. African-Americans, in particular, are underperforming in Algebra, and many other levels of math. This research explores the intersection of African-American culture and educational technology to strengthen their foundation by improving skills necessary for success in Algebra 1. 6th and 7th grade African-American students were participants in a gesture elicitation to garner gestural input for the development of an educational technology designed to assist in pre-Algebra practice. Preliminary classification results suggested agreement for eight of the nine functional tasks assigned to the participants.",2018,2019-05-03 17:10:04,2019-05-10 17:25:31,2018-07-12 21:46:46,638–643,,,,,,Dancing to Design,IDC '18,,,,ACM,"New York, NY, USA",,,,,,ACM Digital Library,,,,,,ACM,gesture elicitation; educational technology; math education; minority students,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NK3E5SWX,conferencePaper,2018,"Felberbaum, Yasmin; Lanir, Joel",Better Understanding of Foot Gestures: An Elicitation Study,Proceedings of the 2018 CHI Conference on Human Factors in Computing Systems,978-1-4503-5620-6,,10.1145/3173574.3173908,http://doi.acm.org/10.1145/3173574.3173908,"We present a study aimed to better understand users' perceptions of foot gestures employed on a horizontal surface. We applied a user elicitation methodology, in which participants were asked to suggest foot gestures to actions (referents) in three conditions: standing up in front of a large display, sitting down in front of a desktop display, and standing on a projected surface. Based on majority count and agreement scores, we identified three gesture sets, one for each condition. Each gesture set shows a mapping between a common action and its chosen gesture. As a further contribution, we suggest a new measure called specification score, which indicates the degree to which a gesture is specific, preferable and intuitive to an action in a specific condition of use. Finally, we present measurable insights that can be implemented as guidelines for future development and research of foot interaction.",2018,2019-05-03 17:08:43,2019-05-10 17:23:59,2018-07-12 22:01:27,334:1–334:12,,,,,,Better Understanding of Foot Gestures,CHI '18,,,,ACM,"New York, NY, USA",,,,,,ACM Digital Library,,,,,,ACM,elicitation study; foot gestures; foot interaction; user-defined gesture set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KU2SGRBR,conferencePaper,2018,"Lee, DoYoung; Lee, Youryang; Shin, Yonghwan; Oakley, Ian",Designing Socially Acceptable Hand-to-Face Input,Proceedings of the 31st Annual ACM Symposium on User Interface Software and Technology,978-1-4503-5948-1,,10.1145/3242587.3242642,http://doi.acm.org/10.1145/3242587.3242642,"Wearable head-mounted displays combine rich graphical output with an impoverished input space. Hand-to-face gestures have been proposed as a way to add input expressivity while keeping control movements unobtrusive. To better understand how to design such techniques, we describe an elicitation study conducted in a busy public space in which pairs of users were asked to generate unobtrusive, socially acceptable hand-to-face input actions. Based on the results, we describe five design strategies: miniaturizing, obfuscating, screening, camouflaging and re-purposing. We instantiate these strategies in two hand-to-face input prototypes, one based on touches to the ear and the other based on touches of the thumbnail to the chin or cheek. Performance assessments characterize time and error rates with these devices. The paper closes with a validation study in which pairs of users experience the prototypes in a public setting and we gather data on the social acceptability of the designs and reflect on the effectiveness of the different strategies.",2018,2019-05-03 17:11:17,2019-05-10 17:17:02,2019-04-12 18:57:00,711–723,,,,,,,UIST '18,,,,ACM,"New York, NY, USA",,,,,,ACM Digital Library,,"event-place: Berlin, Germany",,/home/judith/snap/zotero-snap/common/Zotero/storage/NUV2PKXE/Lee et al. - 2018 - Designing Socially Acceptable Hand-to-Face Input.pdf,,ACM,augmented reality; user elicitation; hand-to-face input; head mounted display; social acceptability,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSPQ873Q,conferencePaper,2018,"Dingler, Tilman; Rzayev, Rufat; Shirazi, Alireza Sahami; Henze, Niels","Designing Consistent Gestures Across Device Types: Eliciting RSVP Controls for Phone, Watch, and Glasses",Proceedings of the 2018 CHI Conference on Human Factors in Computing Systems,978-1-4503-5620-6,,10.1145/3173574.3173993,http://doi.acm.org/10.1145/3173574.3173993,"In the era of ubiquitous computing, people expect applications to work across different devices. To provide a seamless user experience it is therefore crucial that interfaces and interactions are consistent across different device types. In this paper, we present a method to create gesture sets that are consistent and easily transferable. Our proposed method entails 1) the gesture elicitation on each device type, 2) the consolidation of a unified gesture set, and 3) a final validation by calculating a transferability score. We tested our approach by eliciting a set of user-defined gestures for reading with Rapid Serial Visual Presentation (RSVP) of text for three device types: phone, watch, and glasses. We present the resulting, unified gesture set for RSVP reading and show the feasibility of our method to elicit gesture sets that are consistent across device types with different form factors.",2018,2019-05-03 17:10:57,2019-05-10 17:15:41,2018-07-13 05:31:53,419:1–419:12,,,,,,Designing Consistent Gestures Across Device Types,CHI '18,,,,ACM,"New York, NY, USA",,,,,,ACM Digital Library,,,,,,ACM,gesture elicitation; consistency; design methods; rsvp; transferability,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CM7R6SPY,conferencePaper,2018,"Rusnák, Vít; Appert, Caroline; Chapuis, Olivier; Pietriga, Emmanuel",Designing Coherent Gesture Sets for Multi-scale Navigation on Tabletops,Proceedings of the 2018 CHI Conference on Human Factors in Computing Systems,978-1-4503-5620-6,,10.1145/3173574.3173716,http://doi.acm.org/10.1145/3173574.3173716,"Multi-scale navigation interfaces were originally designed to enable single users to explore large visual information spaces on desktop workstations. These interfaces can also be quite useful on tabletops. However, their adaptation to co-located multi-user contexts is not straightforward. The literature describes different interfaces, that only offer a limited subset of navigation actions. In this paper, we first identify a comprehensive set of actions to effectively support multi-scale navigation. We report on a guessability study in which we elicited user-defined gestures for triggering these actions, showing that there is no natural design solution, but that users heavily rely on the now-ubiquitous slide, pinch and turn gestures. We then propose two interface designs based on this set of three basic gestures: one involves two-hand variations on these gestures, the other combines them with widgets. A comparative study suggests that users can easily learn both, and that the gesture-based, visually-minimalist design is a viable option, that saves display space for other controls.",2018,2019-05-03 17:10:57,2021-08-27 14:15:47,2018-07-13 05:15:42,142:1–142:12,,,,,,,CHI '18,,,,ACM,"New York, NY, USA",,,,,,ACM Digital Library,,,,,,ACM,tabletop; multi-scale navigation; multi-touch interaction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHHU8937,webpage,2018,"Du, Guiying; Degbelo, Auriol; Kray, Christian; Painho, Marco",Gestural interaction with 3D objects shown on public displays: an elicitation study,,,,,http://ixdea.uniroma2.it/inevent/events/idea2010/index.php?s=10&a=10&link=ToC_38_P&link=38_10_abstract,"Public displays have the potential to reach a broad group of stakeholders and stimulate learning, particularly when they are interactive. Therefore, we investigated how people interact with 3D objects shown on public displays in the context of an urban planning scenario. We report on an elicitation study, in which participants were asked to perform seven tasks in an urban planning scenario using spontaneously produced hand gestures (with their hands) and phone gestures (with a smartphone). Our contributions are as follows: (i) We identify two sets of user-defined gestures for how people interact with 3D objects shown on public displays; (ii) we assess their consistency and user acceptance; and (iii) we give insights into interface design for people interacting with 3D objects shown on public displays. These contributions can help interaction designers and developers create systems that facilitate public interaction with 3D objects shown on public displays (e.g. urban planning material)",2018,2020-01-24 18:26:13,2020-10-02 15:52:17,2020-01-24 18:26:13,,,,,,,,,,,,,,EN,,,,,,,,,,,ACM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EFALVPPL,conferencePaper,2018,"Stec, Kashmiri; Larsen, Lars Bo",Gestures for Controlling a Moveable TV,Proceedings of the 2018 ACM International Conference on Interactive Experiences for TV and Online Video,978-1-4503-5115-7,,10.1145/3210825.3210831,http://doi.acm.org/10.1145/3210825.3210831,"We investigate the effects of physical context on the preference and production of touchless (3D) gestures, focusing on what users consider to be natural and intuitive. Using an elicitation task, we asked for users' preferred gestures to control a ""moving TV"" display from a distance of 3-4m. We conducted three user studies (N=16 each) using the same premise but varying the physical conditions encountered, such as number of hands available or distance and orientation to the display. This is important to ensure the robustness of the gesture set. We observed two dominant strategies which we interpret as dependent on the user's mental model: hand-as-display and hand-moving-display. Across the varying conditions, users were found to be consistent with their preferred gesture strategy while varying the production (number of hands, orientation, extension of arms) of their gestures in order to match both their mental models and the physical context of use. From a technology perspective, this natural variation challenges the notion of identifying ""the optimal gesture set"" and should be taken into account when designing future systems with gesture control.",2018,2019-05-10 17:37:02,2020-05-29 09:06:39,2018-07-13 05:28:04,5–14,,,,,,,TVX '18,,,,ACM,"New York, NY, USA",,,,,,ACM Digital Library,,,,,,ACM,interaction design; gesture interfaces; user experience; gesture manipulation of physical objects; gesture variation; human centric; models; natural user interfaces; perception,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XV537URR,journalArticle,2018,"Jurewicz, Katherina A.; Neyens, David M.; Catchpole, Ken; Reeves, Scott T.","Developing a 3D Gestural Interface for Anesthesia-Related Human-Computer Interaction Tasks Using Both Experts and Novices                                                    ,                                                             Developing a 3D Gestural Interface for Anesthesia-Related Human-Computer Interaction Tasks Using Both Experts and Novices",Human Factors,,0018-7208,10.1177/0018720818780544,https://doi.org/10.1177/0018720818780544,"Objective:The purpose of this research was to compare gesture-function mappings for experts and novices using a 3D, vision-based, gestural input system when exposed to the same context of anesthesia tasks in the operating room (OR).Background:3D, vision-based, gestural input systems can serve as a natural way to interact with computers and are potentially useful in sterile environments (e.g., ORs) to limit the spread of bacteria. Anesthesia providers? hands have been linked to bacterial transfer in the OR, but a gestural input system for anesthetic tasks has not been investigated.Methods:A repeated-measures study was conducted with two cohorts: anesthesia providers (i.e., experts) (N = 16) and students (i.e., novices) (N = 30). Participants chose gestures for 10 anesthetic functions across three blocks to determine intuitive gesture-function mappings. Reaction time was collected as a complementary measure for understanding the mappings.Results:The two gesture-function mapping sets showed some similarities and differences. The gesture mappings of the anesthesia providers showed a relationship to physical components in the anesthesia environment that were not seen in the students? gestures. The students also exhibited evidence related to longer reaction times compared to the anesthesia providers.Conclusion:Domain expertise is influential when creating gesture-function mappings. However, both experts and novices should be able to use a gesture system intuitively, so development methods need to be refined for considering the needs of different user groups.Application:The development of a touchless interface for perioperative anesthesia may reduce bacterial contamination and eventually offer a reduced risk of infection to patients.",2018-06-15,2019-05-03 17:11:17,2019-08-18 11:01:49,2018-07-13 09:27:33,18720818780544,,,,,Hum Factors,,,,,,,,en,,,,,SAGE Journals,,,,/home/judith/snap/zotero-snap/common/Zotero/storage/35USL7EC/Jurewicz et al. - 2018 - Developing a 3D Gestural Interface for Anesthesia-.pdf,,GoogleScholar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9IIV59Z6,conferencePaper,2018,"Vuletic, Tijana; Duffy, Alex; Hay, Laura; McTeague, Chris; Campbell, Gerard; Choo, Pei Ling; Grealy, Madeleine",Natural and intuitive gesture interaction for 3D object manipulation in conceptual design,15th International Design Conference,,,,https://strathprints.strath.ac.uk/64019/,"Gesture interaction with three-dimensional (3D) representations is increasingly explored, however there is little research present on the nature of the gestures used. A study was conducted in order to explore gestures designers perform naturally and intuitively while interacting with 3D objects during conceptual design. The findings demonstrate that different designers perform similar gestures for the same activities, and that their interaction with a 3D representation on a 2D screen is consistent with that which would be expected if a physical object were suspended in air in front of them.",2018-05-21,2019-05-11 04:41:51,2019-08-18 08:16:44,2018-07-13 07:29:58,,,,,,,,,,,,,,en,,,,,strathprints.strath.ac.uk,,,,,,GoogleScholar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15th International Design Conference,,,,,,,,,,,,,,,
